index,news_id,sentence,domain,label_0,label_1,label_2,label,split
45,2,"Un <PERSON> foarte comod de felul lui, care ar fi vrut să-și câștige <PERSON> doar mustrând vreun <PERSON> care a întrecut măsura sau niște <PERSON> care aruncă cu pietre în curtea babei nebune, are de înfruntat forțe ale răului de o perfidie greu de imaginat.",cronica-de-film,1,1,0,1,train
46,2,"Are nevoie nu doar de o minte analitică demnă de un Sherlock, dar și de o capacitate de a discerne binele de rău cu care s-ar putea mândri un <PERSON> clasic.",cronica-de-film,0,0,0,0,train
47,2,Pentru că în joc este chiar viața <PERSON> lui.,cronica-de-film,0,0,0,0,train
48,2,"Dramă, mister, tensiune, răsturnări de situație, sperieturi de calitate și, nu în ultimul rând, un umor negru cu totul special.",cronica-de-film,0,0,0,0,train
49,2,"A Dark Song (<GPE>, 2016) (dramă, horror) Veste proastă pentru <PERSON> de ouija: ca să intri în legătură cu beyondu’, nu e suficient să te dai cu tabla respectivă la o petrecere de <PERSON> care oricum (mai ales <PERSON>) se gândesc la cu totul altceva (sex?) decât la o discuție cu spirite care au uitat că viața e complexă și are multe aspecte (a doua vorbă celebră din <LOC>, după aia cu mâna întinsă).",cronica-de-film,0,0,1,0,train
50,2,"So, așa cum ne convinge măcar la nivel ficțional A Dark Song, ca să abordezi eficient eternitatea tre mai multe chestii, destul de greu de procurat: să închiriezi ditai conacu’ la țară (eventual la <GPE>), nu pe weekend, ci pe tot anu’, să angajezi ocultist cu 80 000 de lire (doar manopera, că sculele și materialul se plătesc separat), să ții post până te apucă plânsu’ și să nu ieși din casă până nu e gata treaba.",cronica-de-film,0,1,1,1,train
51,2,"(Care treabă, evident, comportă riscuri neacoperite de obișnuitele asigurări de sănătate etc.",cronica-de-film,0,0,0,0,train
52,2,") <PERSON> bine, <PERSON> și <PERSON> (două nume alese nu tocmai la întâmplare) își iau o vacanță să facă niște afaceri cu tărâmul de dincolo.",cronica-de-film,0,0,0,0,train
53,2,"Sunt doar <PERSON>, dar nu asta vă va speria.",cronica-de-film,1,0,0,0,train
54,2,"Ci tot felul de situații în care n-o să știți ce se petrece, la granița dintre thriller-ul psihologic și horror.",cronica-de-film,0,0,0,0,train
55,2,"Dar, de-a lungul unei ore, tot se întâmplă chestii care te duc cu gândul la ceva necurat.",cronica-de-film,0,0,0,0,train
56,2,"Incertitudinea e una dintre cele mai fertile lucruri în scenarii, deci",cronica-de-film,0,0,0,0,train
57,2,"Dar, cu adevărat meseriaș e felul în care abordată toată chestia cu ocultismul.",cronica-de-film,0,0,0,0,train
58,2,"Dialogul, jocul actoricesc și regia o ancorează suficient de solid în real ca să-ți pui întrebarea și dacă totuși",cronica-de-film,0,0,0,0,train
59,2,"Acolo e/ pare să fie știință serioasă (matematică, limbi străine etc.",cronica-de-film,0,0,0,0,train
60,2,"<PERSON> și-a făcut într-atât de serios documentarea (oh, chestii despre sincronicitate, cu aluzie indirectă la episodul în care <PERSON> a descoperit-o) încât poți chiar să te gândești că omu’ știe ce spune.",cronica-de-film,1,0,1,1,train
61,2,"Fără a fi vreun film deschizător de drumuri, și cu ceva obscurități în plot (poate intenționate), A Dark Song îți pune rotițele minții în mișcare, te ține în scaun cu niște momente WTF și îți dă niște fiori.",cronica-de-film,0,0,0,0,train
62,2,Am descris un horror bun?,cronica-de-film,1,0,0,0,train
63,2,"Dacă da, vă invit să-l încercați.",cronica-de-film,0,0,0,0,train
64,3,Și lasă să intre demonul.,cronica-de-film,1,0,0,0,train
65,3,"Și vine nea Ember (<PERSON>) și-i strică distracția, că cică nu-i realitatea, îi doar realitatea care-i convine lui și de aia i-o implementat-o diavolu’, dar în schimb îl suge de energie pă șest, ca ăia de trag cu firu’ de la vecini.",cronica-de-film,0,0,0,0,train
66,3,"Mie unu’ mi se pare un târg cinstit, trăiești bine, nu știi cine te fură, mori fericit",cronica-de-film,1,0,0,0,train
67,3,"I s-a dat un nume ridicol (Ember), l-au pus să arate exact ca un <PERSON> de <GPE>, adică îmbrăcat în kaki, în scaun cu rotile, plete slinoase, neras și accesorizat cu butelcuță.",cronica-de-film,0,0,1,0,train
68,3,E ceva personal.,cronica-de-film,1,0,0,0,train
69,3,"Mbine, și o valiză cu bani.",cronica-de-film,0,0,1,0,train
70,3,Ca să salveze pe <PERSON> de o bestie care pretinde că-i taxu-cel-iubitor.,cronica-de-film,0,1,1,1,train
71,3,"În timp ce pe <PERSON> o doare la extensii, deși Ember îi spune ăsteia ceva gen, tu ești lumea lui, singura lui speranță etc.",cronica-de-film,1,1,1,1,train
72,3,"Și amatoricesc: <PERSON> <PERSON> întreabă ce și cum, Ember și <PERSON> lui (niște <PERSON> care se vor simpatici) răspund științific, ca să afle <PERSON>, de fapt, care-i faza.",cronica-de-film,0,0,1,0,train
73,3,Cam multă putere,cronica-de-film,1,0,0,0,train
74,3,Pe ce bază – să-i zicem arhetipală – se petrec toate astea?,cronica-de-film,0,0,0,0,train
75,3,Imposibil de spus.,cronica-de-film,0,0,0,0,train
76,3,"Ideea, în general, era atrăgătoare: posedări pliate pe realități virtuale și soluții à la Matrix și Inception.",cronica-de-film,1,0,0,0,train
77,3,"Din păcate, doar ideea e mișto, execuția lasă de dorit la absolut toate nivelurile.",cronica-de-film,1,0,0,0,train
78,3,"Scenariul e stângaci, lipsit de ritm, cu personaje jalnice, un <PERSON> cu care nu reușești să empatizezi, un final care se vrea cliffhanger-ul obișnuit în astfel de producții, dar îi lipsește tocmai suspansul, efectele speciale sunt de-acum 50 de ani, iar coloana sonoră, oh, coloana sonoră e greșită rău: pe lângă că supralicitează dramatismul ca să dea impresia de conflict acolo unde, practic, nu se întâmplă mare lucru, dar are și bucăți duios-senine gen rază-de-speranță, total aiurea.",cronica-de-film,1,1,0,1,train
79,3,"La nivel de interpretare, <PERSON> e cu câteva note mai jos sau mai sus decât restul, niște <PERSON>.",cronica-de-film,1,0,0,0,train
80,3,"<PERSON> (Cameron), simpaticul autist paranormal din serialul Touch, are un rol atât de idiot că și-o fi zis că-i pedepsit.",cronica-de-film,1,0,1,1,train
81,3,Ce să zic,cronica-de-film,0,0,0,0,train
82,0,Păcat.,cronica-de-film,0,0,0,0,train
83,3,Notă: 4.,cronica-de-film,0,0,0,0,train
84,0,• Un <PERSON> basarabean spune că de când a învățat limbajul .NET a scăpat complet de accentul moldovenesc;,it-stiinta,1,1,1,1,train
85,0,Te poți trezi oricând cu un <PERSON> care va încerca să te convertească la .NET;,it-stiinta,1,1,1,1,train
86,0,• Programatorii .NET sunt atât de obsedați de ordine încât o aprostrofează ei pe <PERSON> sau <PERSON> că împerechează şosetele greșit;,it-stiinta,1,1,1,1,train
87,0,• Hobby de programator .NET: ridică <PERSON> în autobuz şi îi aranjează în funcţie de înălţime;,it-stiinta,1,1,1,1,train
88,0,• Principii!,it-stiinta,0,0,0,0,train
89,0,"Un <PERSON> a primit o excursie gratis în <LOC>, dar a refuzat-o, că el e adept .NET;",it-stiinta,1,1,1,1,train
90,0,• Programatorii .NET sunt atât de obsedați de ordine încât îşi calcă şerveţelele înainte să intre pe site-uri porno şi se uită la ele cu monoclul;,it-stiinta,1,1,1,1,train
91,0,"• Un programator .NET a participat la maraton şi nu a fost de acord cu arhitectura traseului, aşa că a găsit un traseu cu 15% mai scurt, cu toate că a fost descalificat;",it-stiinta,1,1,1,1,train
92,0,• Dedicat!,it-stiinta,0,0,0,0,train
93,0,"• Pentru ei, înjurătura aia celebră se scrie bug p*** și înseamnă ceva de bine, că nu există nici un bug;",it-stiinta,1,1,1,1,train
94,0,"• Dacă s-ar băga și <PERSON> în Visual Studio, programatorii .NET chiar n-ar mai avea nici un motiv să mai iasă din <PERSON>;",it-stiinta,1,1,1,1,train
95,0,Aplică și tu dacă te consideri suficient de bun!,it-stiinta,1,0,0,0,train
96,1,"Plângere inedită la OPC, făcută de caracaleanul Cătălin B.!",it-stiinta,0,0,0,0,validation
97,1,"<PERSON> se plânge că, deşi a înghiţit mai multe CD-uri care ar conţine antiviruşi, starea lui de sănătate nu s-a îmbunătăţit deloc.",it-stiinta,1,0,1,1,validation
98,1,"Dimpotrivă, s-a ales cu dureri de stomac, plus reale probleme atunci când se aşează pe toaletă.",it-stiinta,1,0,1,1,validation
99,1,"Am fost păcălit!, acuză <PERSON>",it-stiinta,1,0,0,0,validation
100,1,"Am făcut un CD bucăţi, cât să-l pot înghiţi, pe un altul l-am pisat şi l-am băut cu apă, şi tot rău mă simt.",it-stiinta,1,0,1,1,validation
101,1,"Scria pe el «Insert disk into drive G», fără alte explicaţii.",it-stiinta,1,0,0,0,validation
102,1,Eu cred că am presupus corect că G-ul vine de la gură.,it-stiinta,1,0,1,1,validation
103,1,"După cum s-a dovedit ulterior, caracaleanul a înghiţit noul antivirus de la <ORG> , conceput special pentru Mac-uri.",it-stiinta,1,0,0,0,validation
104,1,"Eu am presupus că «Mac» e numele unei <PERSON> şi mi-am zis: «Dacă CD-ul ăsta îl scapă de viruşi pe Mac, atunci înseamnă că-i poate scăpa de viruşi şi pe <PERSON>, <PERSON> sau <PERSON>».",it-stiinta,1,1,1,1,validation
105,1,"Păi ce facem aici, discriminare?",it-stiinta,0,0,0,0,validation
106,1,"Eu nu sunt tot <PERSON>, ca Mac?!",it-stiinta,1,0,0,0,validation
107,1,"Cine m-a păcălit, să plătească, a tunat <PERSON>",it-stiinta,0,0,0,0,validation
108,1,Articol recomandat de <ORG> .,it-stiinta,1,1,0,1,validation
109,2,"Discovery Channel a încheiat un contract cu CFR, prin care a cumpărat o locomotivă, necesară unor filmări cu încetinitorul pentru un documentar despre fascinanta lume a insectelor.",it-stiinta,1,1,1,1,train
110,2,Această locomotivă este ideală pentru nevoile noastre.,it-stiinta,1,0,0,0,train
111,2,"În primul rând ne putem apropia pe nesimţite de insectele pe care dorim să le filmăm, apoi putem să ne deplasăm cu o viteză comparabilă cu a lor, de sub 2 metri pe oră, cât e viteza maximă a unei locomotive româneşti, susţine <PERSON>, producătorul emisiunii Lumea Insectelor.",it-stiinta,1,1,1,1,train
112,2,"Echipa de filmare Discovery se declară extrem de mulţumită de locomotivă, pe care au luat-o la un preţ foarte bun, scutind investiţii de milioane de Euro în camere video performante. 
  2000 de Euro a fost şpaga la portar să intrăm în Ministerul Transporturilor, am mai dat 4-5.000 pe la diverşi <PERSON>.",it-stiinta,1,1,1,1,train
113,2,"Am avut noroc că nu există ministru, altfel probabil ne costa mult mai mult, a mai declarat <PERSON>.",it-stiinta,1,1,1,1,train
114,3,"Un <PERSON> român a intrat în Cartea Recordurilor după ce a atins viteza de 40 km/h în <GPE>, în timp ce se deplasa pe <LOC>.",it-stiinta,1,1,1,1,train
115,3,"<PERSON>, la volanul unui autoturism Dacia a fost oprit de un <PERSON> care l-a întrebat Ştiţi ce viteză aveaţi?, acesta răspunzând că nu, dar fiind convins că-şi va pierde permisul.",it-stiinta,1,0,0,0,train
116,3,"În acel moment <PERSON> mi-a spus că circulam cu 40 km/h, viteză perfect legală, dar care nu a mai fost atinsă până acum în localitatea <GPE>.",it-stiinta,1,1,0,1,train
117,3,"L-a sunat pe <PERSON>, care a luat legătura cu cei de la Guiness Book.",it-stiinta,1,0,1,1,train
118,3,"Lucrurile s-au întâmplat foarte repede şi m-am trezit dintr-o dată cu diploma şi cu cei 400.000 de dolari în cont, <PERSON>.",it-stiinta,1,0,0,0,train
119,3,"Şoferul susţine că îi datorează totul <PERSON> vigilent, care a văzut pe radar cu cât circulă şi a înregistrat imediat, filmarea fiind acceptată ca probă de <PERSON>.",it-stiinta,1,0,0,0,train
120,4,"iPhone 5S va fi lansat oficial astazi, la 20:00, iar <PERSON> asteapta ca noul model sa aducă îmbunătăţirile care au oprit vechiul model iPhone 5 să fie cu adevarat un hit pe piaţă.",it-stiinta,1,1,0,1,train
121,4,Nu mai facem greşeala de anul trecut.,it-stiinta,0,0,0,0,train
122,4,"Vom avea grijă să fie mult mai scump decât predecesorul său, a declarat un <PERSON> al companiei.",it-stiinta,1,1,1,1,train
123,4,"Experţii sunt de părere că noul iPhone se va diferenţia clar de modelul anterior, mai ales prin preţul ridicat.",it-stiinta,1,0,1,1,train
124,4,"Sigur, se zvoneşte despre cititor de amprentă, un Siri îmbunătăţit sau ecran din cristale de safir dar astea-s detalii.",it-stiinta,1,1,1,1,train
125,4,"Să se vadă diferenţa ar fi nevoie de minim 50 de dolari în plus la preţul final, fără abonament, a explicat <PERSON> în IT.",it-stiinta,1,0,1,1,train
126,4,"Ca de obicei, iPhone 5S a avut parte de o lansare în avanpremieră, cu două zile în urmă, într-un cadru exclusivist, în <LOC>.",it-stiinta,1,1,1,1,train
127,4,"Pentru această serată ţinuta a fost obligatorie, maiou şi trening, precum şi o maşină care poate demara rapid de pe loc.",it-stiinta,1,1,1,1,train
128,5,"Dupa un an de cercetari asidue si experimente, <PERSON> britanici au tras o concluzie aproape incredibila dar uşor de verificat.",it-stiinta,1,0,0,0,train
129,5,"Se pare că, în tunelurile de la metrou şi între staţii, <PERSON> cu deficienţe de auz au cea mai bună recepţie.",it-stiinta,1,1,0,1,train
130,5,Deocamdată nu am găsit o explicaţie pentru acest fenomen.,it-stiinta,0,0,0,0,train
131,5,Cel mai probabil are legătură cu timpanul slăbit al surzilor şi urechea interioară.,it-stiinta,1,0,0,0,train
132,5,"Ce este îngrijorător este faptul că pe surzi chestia asta nu-i deranajează deloc, spune unul din <PERSON> care a participat la studiu.",it-stiinta,1,0,0,0,train
133,5,"Astfel, se pare că <PERSON> cu deficienţe de auz sunt foarte fericite când reuşesc să fie sunate la metrou, răspunzând de fiecare dată cu un călduros ăăăăăă, aaaa, nu te aud, sunt la metrou.",it-stiinta,1,1,1,1,train
134,5,"Nu te aud, mai zi odată.",it-stiinta,0,0,0,0,train
135,5,"Sunt la metrou, da.",it-stiinta,0,0,0,0,train
136,1,Spune!.,cronica-de-film,0,0,0,0,validation
137,5,"<PERSON> speră să folosească datele obţinute în urma studiului pentru a înţelege de ce, tot în acelaşi domeniu, tot oamenii surzi sunt cei care primesc telefon de fiecare dată când sunt în autobuz şi este multă lume în jur.",it-stiinta,1,0,1,1,train
138,5,O fi ceva legat de deplasarea şi schimbarea de celulă sau o empatie specială între <PERSON>.,it-stiinta,1,0,1,1,train
139,6,"Pentru prima oara în ultima sută de ani, un grup de <PERSON> de sex masculin a analizat, cu atenţie, câteva mii de reţete şi diete de slăbit aflate, la liber, pe internet şi prin revistele de femei.",it-stiinta,1,1,0,1,train
140,6,"Rezultatele au fost uluitoare: Este vorba, fără putinţă de tăgadă, de reţete pentru hrana animalelor, a declarat <PERSON> de certcetători.",it-stiinta,1,0,0,0,train
141,6,"Nici un <PERSON> normal la cap nu ar mânca ovăz, morcovi, brocoli doar aşa, fără o friptură lângă sau măcar nişte cârnaţi, să dea gust.",it-stiinta,1,1,1,1,train
142,6,Nu există nici o dovadă în lumea ştiinţei că mâncatul de astfel de furaje duce la slăbit.,it-stiinta,1,1,1,1,train
143,6,"Doar în revistele de femei şi în diete poţi să vezi astfel de aberaţii, cum ar fi curele de viaţă sănătoasă cu seminţe, rădăcini sau tulpini de plante care sunt, în mod clar, destinate consumului animal, spun <PERSON>.",it-stiinta,1,1,1,1,train
144,6,"În afară de o senzaţie neplăcută de foame, singurul efect putând fi o intoxicaţie alimentară.",it-stiinta,1,0,1,1,train
145,7,"În urmă cu doar câteva ore, CFR a revoluţionat ştiinţa mondială, testând cu succes o maşină a timpului funcţională!",it-stiinta,1,1,1,1,train
146,7,"<PERSON> cooptaţi de compania naţională de transport feroviar spun că au reuşit să ia legătura cu subiectul pe care l-au trimis în viitor, mai exact mâine, până unde acesta susţine că a făcut doar trei zile.",it-stiinta,1,1,1,1,train
147,7,"În sfârşit, vă scriu de joi după-amiază, a transmis, plin de entuziasm, primul <PERSON> în timp din istoria omenirii.",it-stiinta,1,1,1,1,train
148,7,"A durat trei zile să ajung, mai ales că la scurt timp după ce am trecut de miezul nopţii a căzut un copac peste continuumul spaţio-temporal, care era oricum încă dilatat din pricina căldurii de astă-vară.",it-stiinta,1,1,1,1,train
149,7,"Erau şi nişte lucrări undeva pe la trei dimineaţa, a trebuit să aştept să treacă o maşină a timpului de marfă...",it-stiinta,1,1,1,1,train
150,7,"Măcar am avut compartimentul încălzit, nu ca peste câteva zile, când m-am întors, a adăugat cu resemnare <PERSON> în timp.",it-stiinta,0,1,0,0,train
151,8,"Luând exemplu de la <PERSON>, 2 din 3 <PERSON> de căruţe din mediul rural au încercat deja să-şi înveţe caii să consume GPL, arată un studiu recent.",it-stiinta,1,1,1,1,validation
152,8,"Sigur că am încercat să-i dau calului GPL, e cea mai economică variantă, din câte am înţeles, mărturiseşte un <PERSON> din <GPE>.",it-stiinta,1,1,1,1,validation
153,8,"Am luat butelia în căruţă şi i-am dat calului un furtun, să sugă din el când i se face foame, dar tot la fân trăgea.",it-stiinta,1,1,1,1,validation
154,8,Până la urmă am renunţat.,it-stiinta,0,0,0,0,validation
155,8,"Un vecin a încercat să-i dea calului biodiesel, dar s-a înecat după câţiva metri.",it-stiinta,1,1,1,1,validation
156,8,"Acum mă gândesc: dacă-i montez panouri solare, oare reuşesc să mai tai din cheltuielile cu fânul?",it-stiinta,1,1,1,1,validation
157,8,"Am să încerc şi asta, dar mai la vară.",it-stiinta,1,0,0,0,validation
158,8,"Cu toate că majoritatea tentativelor de a dota animalele de tracţiune cu surse de energie mai ieftine au eşuat lamentabil, există zvonuri care susţin că un ţăran întreprinzător ar fi reuşit să-şi dreseze calul să consume uraniu, trăgând apoi căruţa cu ajutorul fisiunii nucleare.",it-stiinta,1,1,1,1,validation
159,3,"Din păcate, costurile îndepărtării bălegarului radioactiv au depăşit cu mult veniturile gospodăriei, ceea ce l-a convins pe <PERSON> să pună punct experimentului.",cronica-de-film,1,1,1,1,train
160,9,"Un savant gălăţean a descoperit un dispozitiv prin care poate capta energia eliberată de seismele frecvente din judeţ pentru autovehiculele de transport în comun, mai plecis pentru troleibuze.",it-stiinta,1,0,0,0,train
161,9,"Seismul curbează continuumul spaţio-temporal, iar noul meu echipament de pe troleibuze captează acest potenţial, exploatându-l prin transformarea în viteză pură, declară <PERSON>.",it-stiinta,1,0,1,1,train
162,9,"Potrivit <PERSON>, un astfel de dispozitiv a fost montat pe un troleibuz experimental, cu care au gălăţenii au avut rezultate foarte bun, reuşindu-se atingerea vitezei de 50 km/h în localitate şi chiar trecerea unei căi ferate fără a fi lovit de tren.",it-stiinta,1,1,1,1,train
163,9,"Teoretic cu acest sistem putem trimite un troleibuz pe lună, sau chiar în altă galaxie, pentru că la cutremur se eliberează o cantitate imensă de energie cinetică, spune <PERSON>.",it-stiinta,1,1,1,1,train
164,9,"<PERSON> gălăţeni sunt mândri de invenţie şi susţin că <PERSON> brăileni crapă de ciudă că <PERSON> nu au seisme în judeţ, acest lucru demonstrând încă o dată superioritatea <LOC> în faţa Brăilei.",it-stiinta,1,1,1,1,train
165,10,Mii de <PERSON> petrecăreţi jubilează la auzul veştii că <PERSON> clujeni au reuşit să producă sânge artificial!,it-stiinta,1,0,0,0,train
166,10,"Aceştia speră ca produsul să fie curând disponibil sub formă de kituri pe care <PERSON> să le poată păstra în torpedou sau în portbagaj, ca să-şi poată umple sistemul circulator cu sânge proaspăt, fără alcool, în cazul în care ar avea de oferit probe biologice vreunui agent de poliţie.",it-stiinta,1,1,1,1,train
167,10,"Mie-mi place să conduc ameţit, îmi dă aşa… o senzaţie de libertate, spune <PERSON> şi posesor de permis categoriile A, B, C, D, <LOC> şi Tv.",it-stiinta,1,1,0,1,train
168,10,"Dar am mari probleme cu Poliţia, care uneori mă mustră şi îmi cere şpagă când şofez aproape de comă.",it-stiinta,1,1,1,1,train
169,10,M-a oprit poliţia?,it-stiinta,0,0,0,0,train
170,10,"Le zic: aşteptaţi cinci minute, domnu’ ofiţer!",it-stiinta,0,0,0,0,train
171,10,"Îmi dau un cep la jugulară, las sângele alcoolizat să se scurgă şi îmi pun repede o perfuzie cu sânge nou-nouţ, fără un strop de votcă, whisky, coniac, marihuană şi LSD în el!, a explicat <PERSON>.",it-stiinta,1,1,1,1,train
172,11,"În viitorul nu foarte îndepărtat, <PERSON> publici ar putea fi înlocuiţi de roboţi, spun <PERSON> japonezi!",it-stiinta,1,0,0,0,train
173,39,"De peste 5 ani, <PERSON> Universităţii Fumara Hashishu din <GPE> se află la <GPE>, lucrând în parteneriat cu Poşta Română şi direcţiile locale de taxe şi impozite pentru a concepe primul robot capabil să nu facă absolut nimic, dar cu ajutorul inteligenţei artificiale.",it-stiinta,1,1,1,1,train
174,11,"Funcţionarul electronic, cum îi spunem noi, încă nu se compară cu un funcţionar în carne şi oase, recunoaşte <PERSON>, inginer.",it-stiinta,1,0,0,0,train
175,11,"În mod categoric, e primul robot capabil de lene.",it-stiinta,1,1,1,1,train
176,3,"Din păcate, când coada formată la ghişeu depăşeşte 3-400 de <PERSON>, funcţionarul electronic clachează şi începe să îşi facă treaba.",cronica-de-film,1,1,0,1,train
177,11,Probabil simte de la un punct încolo un fel de jenă sau ruşine.,it-stiinta,1,0,0,0,train
178,11,"E un semn că acesta are încă mai multă viaţă - 'suflet', dacă vreţi - decât un <PERSON> al statului.",it-stiinta,1,1,1,1,train
