index,news_id,sentence,domain,label_0,label_1,label_2,label,split
120,4,iphonă lansa oficial 20:00 <PERSON> asteapta model aduce îmbunătățire opri vechiu model iphone adevarat piață,it-stiinta,1,1,0,1,train
121,4,greșeală an trecut,it-stiinta,0,0,0,0,train
122,4,grijă scump predecesor declara <PERSON> companie,it-stiinta,1,1,1,1,train
123,4,expert părere iphone diferenția clar model anterior ales preț ridicat,it-stiinta,1,0,1,1,train
124,4,sigur zvoni cititor amprentă sire îmbunătățit ecran cristal safir detaliu,it-stiinta,1,1,1,1,train
125,4,vedea diferență minim dolar preț final abonament explica <PERSON>,it-stiinta,1,0,1,1,train
126,4,obicei iphonă parte lansare avanpremieră urmă întru cadru exclusivist ,it-stiinta,1,1,1,1,train
127,4,serată ținută obligatoriu maiou trening precum mașină demara rapid,it-stiinta,1,1,1,1,train
128,5,cercetar asidue experiment <PERSON> britanic trage concluzie aproape incredibil ușor verifica,it-stiinta,1,0,0,0,train
129,5,părea tunel metrou stație <PERSON> deficiență recepție,it-stiinta,1,1,0,1,train
130,5,deocamdată găsi explicație fenomen,it-stiinta,0,0,0,0,train
131,5,probabil legătură timpan slăbit surz urechea interior,it-stiinta,1,0,0,0,train
132,5,îngrijorător fapt surzi chestie deranajează deloc spune <PERSON> participa studiu,it-stiinta,1,0,0,0,train
133,5,părea <PERSON> deficiență fericit reuși suna metrou răspunza călduros ăăăăăă aaaa metrou,it-stiinta,1,1,1,1,train
134,5,,it-stiinta,0,0,0,0,train
135,5,metrou,it-stiinta,0,0,0,0,train
136,1,spune,cronica-de-film,0,0,0,0,validation
137,5,<PERSON> spera folosi obține urmă studiu înțelege domeniu om surzi primi telefon autobuz lume,it-stiinta,1,0,1,1,train
138,5,lega deplasare schimbare celulă empatie special <PERSON>,it-stiinta,1,0,1,1,train
139,6,oară ultim grup <PERSON> masculin analiza atenție rețetă dietă slăbit aflat liber internet revistă femeie,it-stiinta,1,1,0,1,train
140,6,rezultat uluitor vorbă putință tăgadă rețetă hrană animal declara <PERSON> certcetători,it-stiinta,1,0,0,0,train
141,6,<PERSON> normal mânca ovăz morcovi brocolă friptură cârnat gust,it-stiinta,1,1,1,1,train
142,6,exista dovadă lume știință mâncat furaj duce slăbit,it-stiinta,1,1,1,1,train
143,6,revistă femeie dietă putea vedea aberație curele viață sănătos sămânță rădăcină tulpină plantă clar destinat consum animal spune <PERSON>,it-stiinta,1,1,1,1,train
144,6,afară senzație neplăcut foame singur efect putea intoxicație alimentar,it-stiinta,1,0,1,1,train
145,7,urmă revoluționa știință mondial testa succes mașină funcțional,it-stiinta,1,1,1,1,train
146,7,<PERSON> coopta companie național transport feroviar spune reuși legătură subiect trimite viitor susține,it-stiinta,1,1,1,1,train
147,7,sfârșit scrie după-amiază transmite plin entuziasm <PERSON> istorie omenire,it-stiinta,1,1,1,1,train
148,7,dura ajunge ales scurt trece miez noapte cădea copac continuum spațio-temporal dilata pricină căldurii astă-vară,it-stiinta,1,1,1,1,train
149,7,lucrare dimineața trebui aștepta trece mașină marfă,it-stiinta,1,1,1,1,train
150,7,compartiment încălzit întoarce adăuga resemnare <PERSON>,it-stiinta,0,1,0,0,train
151,8,lua exemplu <PERSON> <PERSON> căruță mediu rural încerca învăța cal consuma arăta studiu recent,it-stiinta,1,1,1,1,validation
152,8,sigur încerca cal economic variantă înțelege mărturisi <PERSON> ,it-stiinta,1,1,1,1,validation
153,8,lua butelie căruță cal furtun suge foame trăge,it-stiinta,1,1,1,1,validation
154,8,urmă renunța,it-stiinta,0,0,0,0,validation
155,8,vecin încerca cal biodiesel îneca metru,it-stiinta,1,1,1,1,validation
156,8,gândi monta pano solar oare reuși cheltuială fân,it-stiinta,1,1,1,1,validation
157,8,încerca vară,it-stiinta,1,0,0,0,validation
158,8,majoritate tentativ dota animal tracțiune sursă energie ieftin eșua lamentabil exista zvon susține țăran întreprinzător reuși dresa cal consuma uraniu trage căruța ajutor fisiună nuclear,it-stiinta,1,1,1,1,validation
159,3,păcat cost îndepărtare bălegaru radioactiv depăși venit gospodărie convinge <PERSON> pune punct experiment,cronica-de-film,1,1,1,1,train
160,9,savant gălățean descoperi dispozitiv capta energie elibera seism frecvent județ autovehicul transport comun plecis troleibuz,it-stiinta,1,0,0,0,train
161,9,seism curba continuum spațio-temporal echipament troleibuz capta potențial exploata transformare viteză pur declara <PERSON>,it-stiinta,1,0,1,1,train
162,9,potrivit <PERSON> dispozitiv monta troleibuz experimental gălățen rezultat reușindu atingere viteză km/h localitate trecere ferat lovi tren,it-stiinta,1,1,1,1,train
163,9,teoretic sistem putea trimite troleibuz lună galaxie cutremur elibera cantitate imens energie cinetic spune <PERSON>,it-stiinta,1,1,1,1,train
164,9,<PERSON> gălățean mândru invenție susține <PERSON> brăileni crapă ciudă <PERSON> seism județ lucru demonstra superioritate  brăilă,it-stiinta,1,1,1,1,train
165,10,<PERSON> petrecăret jubila auz veștii <PERSON> clujan reuși produce sânge artificial,it-stiinta,1,0,0,0,train
166,10,spera produs disponibil formă kit <PERSON> putea păstra torpedou portbagaj putea umple sistem circulator sânge proaspăt alcool caz oferi probă biologic agent poliție,it-stiinta,1,1,1,1,train
167,10,plăcea conduce amețit senzație libertate spune <PERSON> posesor permite categorie ,it-stiinta,1,1,0,1,train
168,10,problemă poliție mustra cere șpagă șofez aproape comă,it-stiinta,1,1,1,1,train
169,10,opri poliție,it-stiinta,0,0,0,0,train
170,10,aștepta minut domnu ofițer,it-stiinta,0,0,0,0,train
171,10,jugulară sânge alcoolizat scurge repede perfuzie sânge nou-nouț strop votcă whisky coniac marihuană explica <PERSON>,it-stiinta,1,1,1,1,train
172,11,viitor îndepărtat <PERSON> public putea înlocui roboț spune <PERSON> japonez,it-stiinta,1,0,0,0,train
173,39,<PERSON> universitate fumara hashishu  afla  lucra parteneriat poștă român direcție local taxă impozit concepe robot capabil absolut ajutor inteligență artificial,it-stiinta,1,1,1,1,train
174,11,funcționar electronic spune compari funcționar carne os recunoaște <PERSON> inginer,it-stiinta,1,0,0,0,train
175,11,categoric robot capabil lene,it-stiinta,1,1,1,1,train
176,3,păcat coadă forma ghișeu depăși 3-400 <PERSON> funcționar electronic clacha începe treabă,cronica-de-film,1,1,0,1,train
177,11,probabil simți punct încolo jenă rușine,it-stiinta,1,0,0,0,train
178,11,semn viață suflet vrea <PERSON> stat,it-stiinta,1,1,1,1,train
179,11,corecta hibă algoritm robot putea degeaba birocrat experiență asigura <PERSON>,it-stiinta,1,1,1,1,train
180,12,veni ajutor <PERSON> convinge ochelari perfect clinică bucureștean specializa operație stricare ochi deschide porțile dimineață,it-stiinta,1,1,1,1,test
181,12,porni spune <PERSON> apel disperat hipster bucureștean,it-stiinta,1,1,1,1,test
182,12,afla <PERSON> mediu urban situație hotărî deschide clinică specializat adăuga oftalmologiu,it-stiinta,0,0,0,0,test
183,12,folosi ecran calculator vechi carte scris mărunt fotografie <PERSON> reuși chiorâm succes <PERSON> calcăe prag,it-stiinta,1,1,1,1,test
184,12,ulterior putea oferi trendy ochelari demodat bun neimpresionat cafenă club,it-stiinta,1,1,1,1,test
185,13,susține <PERSON> britanic  ultim studiu,it-stiinta,0,0,0,0,test
186,13,fond consum pufule birou corporatist simți subit lăsa impresie comanda friptură spectaculos,it-stiinta,1,1,0,1,test
187,13,convinge studia tastat poză mâncare ,it-stiinta,1,0,0,0,test
188,13,găsi urmă sos folosi fript exemplu,it-stiinta,1,0,0,0,test
189,13,schimb cojă sămânță mizerie lăsa pufulet nelipsi,it-stiinta,1,1,0,1,test
190,13,<PERSON> <PERSON> poză vedea grs realitate,it-stiinta,1,0,0,0,test
191,14,<PERSON>  intra carte recordurilor analiză demonstra crenvurst românesc conține carne muștar masă obișnuit,it-stiinta,1,1,1,1,train
192,14,analiza borcan muștar pachet crenvurst,it-stiinta,0,0,0,0,train
193,14,muștar urmă proteină animal linie îmbuteliere crenvurst găsi celuloză,it-stiinta,1,1,0,1,train
194,14,ști reuși,it-stiinta,0,0,0,0,train
195,14,demonstra inventivitate român geniu afacere relata <PERSON> oficial guiness book,it-stiinta,1,1,1,1,train
196,14,studiu independent arăta <PERSON> românesc punct vedere biologic distilat conținut consuma inclusiv scop hidratare,it-stiinta,1,1,1,1,train
197,14,litru lichid putea consuma kilogram crenvurst rezultat principiu susține <PERSON> român,it-stiinta,1,1,1,1,train
198,14,studiu lumină privință mister culinar ști consuma muștar crenvurst pierde gust carne,it-stiinta,1,1,1,1,train
199,15,fond misiune spațial reduce drastic <PERSON> nasa depăși barieră imposibil trimitere robot supersofisticat afla exista viață ,it-stiinta,1,1,1,1,validation
200,15,lansa bază  modul spațial sălăjan secundă  intrare spațiu aerian românesc ,it-stiinta,1,1,1,1,validation
201,15,probabil asălăjare zor diminet robot mediocrity urma începe misiune serie verificare test sistem control senzor,it-stiinta,1,1,1,1,validation
202,15,cântări aproape tonă robot mostru țuică  analiza spectru infraroșu precum probă,it-stiinta,1,1,1,1,validation
203,15,câmp gravitațional similar detecta urmă atmosferă declara <PERSON> nasă,it-stiinta,1,0,1,1,validation
204,15,misiune  urma dura aproape răstimp american spera obține răspuns definitiv întrebare exista viață  precum  fapt,it-stiinta,1,1,1,1,validation
205,16,român pricepe fotbal siguranță dota lume,it-stiinta,1,1,0,1,train
206,16,recent ieși iveală reprezentativ român  -uri,it-stiinta,1,1,1,1,train
207,16,spune special,it-stiinta,1,0,0,0,train
208,16,-uri,it-stiinta,1,1,1,1,train
209,16,familie oficial arăta oricui declara <PERSON> român -uri,it-stiinta,1,1,1,1,train
210,16,<PERSON> speria ști blestem,it-stiinta,1,1,1,1,train
211,16,veni câin spune <PERSON> <PERSON>,it-stiinta,1,1,1,1,train
212,16,potrivit vecin <PERSON> <PERSON> personalitate misterios -urilor separat,it-stiinta,1,1,1,1,train
213,16,părea ști spune vedea spune vecină mioară cunoscut frecvență greși apartament întoarce ghenă,it-stiinta,1,1,1,1,train
214,16,<PERSON> susține invita poza revistă -uri refuza vrea câștiga ban binecuvânta dumnezeu,it-stiinta,1,1,1,1,train
215,17,veste îndrăgit player muzică winamp scoate fabricație idee român întreprinzător,it-stiinta,1,0,0,0,train
216,17,ultim <PERSON> înghesui sită producător descărca exemplar winamp gând vinde suprapreț piață bucureștean,it-stiinta,1,1,1,1,train
217,17,conexiune grozav downloada patruzeci winamp -uri lauda <PERSON> cunoscător piață negru,it-stiinta,1,1,1,1,train
218,17,-uri dischetă casă merge obor,it-stiinta,1,1,0,1,train
219,17,bucată vrea,it-stiinta,0,0,0,0,train
220,17,gratis produce,it-stiinta,1,1,1,1,train
221,17,conveni merge parte winamp ieftin,it-stiinta,1,1,1,1,train
222,17,winamp stare ales export valora grămadă ban părere speculant,it-stiinta,1,1,1,1,train
223,18,<PERSON> susține <PERSON> dovadă inteligență medie bacșiș <PERSON> benzinare ban <PERSON> semafor,it-stiinta,1,1,1,1,train
224,18,<PERSON> olimpic matematică fizic ajunge  circa statistic angaja salariu decent companie   început lună viitor urma continua paralel studiu,it-stiinta,1,0,0,0,train
225,18,<PERSON> pleca simți singur ,it-stiinta,1,0,0,0,train
226,18,spune celălalt <PERSON> țară civilizat sătura vorbi skype <PERSON>,it-stiinta,1,0,0,0,train
227,18,spune duce principiu trebui merge universitate oarecare  arăta rezultat olimpiadă preiau spune <PERSON>,it-stiinta,1,1,0,1,train
228,19,potrivit studiu realiza echipă <PERSON> britanic vast majoritate infracțiune manțogăriilor preajmă magazin mega-image frecvență uriaș magazin peisaj urban ,it-stiinta,1,1,0,1,test
229,19,<PERSON> arăta analiza criminalistic varietate infracțiune rezulta fenomen îngrijorător,it-stiinta,1,0,0,0,test
230,19,studiu demonstra furt spargere viol crimă metru distanță mega image,it-stiinta,1,1,0,1,test
231,19,ști vorbă geniu decide amplasare magazin obicei infacțional român nici_un formă vorbă coincidență declara <PERSON> <PERSON> britanic,it-stiinta,1,1,1,1,test
232,19,<PERSON> descoperi aspect pozitiv <PERSON> extrem repede loc faptă obicei mega image,it-stiinta,1,1,0,1,test
233,20,inspira aplicație taxi <PERSON> român crea aplicație revoluționar schimba viață milioanelor român locui bloc,it-stiinta,1,0,0,0,test
234,20,ales venire frig creștere întreținere aplicație afișa real afla <PERSON> dovedi extrem util,it-stiinta,1,1,1,1,test
235,20,idee binevenit spune <PERSON> ,it-stiinta,0,0,0,0,test
236,20,trebui ascunde intra bloc deghiza personaj ridicol,it-stiinta,1,1,0,1,test
237,20,sper scap coșmarure des apărea <PERSON> chitanțier mână,it-stiinta,1,1,0,1,test
238,20,problemă lega fapt <PERSON> trebui microcipat însemna bloc <PERSON> trebui sacrifica bin merge administrator plăti întreținere,it-stiinta,1,1,1,1,test
239,20,sacrificat trebui strânge mână <PERSON> cip ajunge trebui spune <PERSON> lansa aplicație,it-stiinta,1,1,1,1,test
240,21, șansă unic lume deveni singur țară complet independent energetic,it-stiinta,1,0,1,1,train
241,21,<PERSON> român  lucra invenție reuși transforma lene curent electric,it-stiinta,1,1,1,1,train
242,21,<PERSON> lume costerna descoperire român motiv,it-stiinta,1,0,0,0,train
243,21,invenție  putea produce anual miliard urma renunța formă producere energie electric,it-stiinta,1,1,1,1,train
244,21,centrală cărbune hidrocentrală  închide începe,it-stiinta,1,1,0,1,train
245,21,putea produce curent electric inclusiv export ține lumină aprins țară,it-stiinta,1,1,1,1,train
246,21,vrea mări capacitate energetic suficient român explica <PERSON> avantaj tehnologie,it-stiinta,1,1,1,1,train
247,22,investiție modic recupera plin carburant român scăpa definitiv taxă benzină român inventiv lansa filtru acciză,it-stiinta,1,1,1,1,train
248,22,simplu monta prinde bușon acționa filtru rezervor intrând parte benzină taxă acciză,it-stiinta,1,1,1,1,train
249,22,circa preț seamă cerere spune <PERSON> român putea pământ plan <PERSON> crește acciză carburant,it-stiinta,1,1,1,1,train
250,22,demonstra calitate filtru <PERSON> testa lanț benzinărie  lăsa mască <PERSON>,it-stiinta,0,0,1,0,train
251,22,veni băga litru plăti treime plăti normal practic preț benzină,it-stiinta,1,1,0,1,train
252,22,<PERSON> benzinăriilor spune interzice filtr acciză primi ban benzină,it-stiinta,0,1,0,0,train
253,22,taxă stat păstra ban,it-stiinta,0,0,0,0,train
254,23,-uri microorganism frunte asociație pseudopod asociație stafilococuțu-streptococuțu trimite scrisoare deschis -ului solicita întrerupere difuzare cunoscut reclam produs medicamentos,it-stiinta,1,1,1,1,train
255,23,potrivit -urilor reclamă <PERSON> răceală crud barbar glorifica măcel prezenta termen pozitiv ucidere ființă nevinovat,it-stiinta,1,1,1,1,train
256,23,practică sângeros amenința dispariție virus gripă specie rar țară trebui respecta ocroti,it-stiinta,1,1,1,1,train
257,23,distruge <PERSON> răceală înstărit  ucide microb nerespecta cod etic vânător putea vorbi adăuga <PERSON>,it-stiinta,1,1,1,1,train
258,23,uita crimă comite <PERSON> iarnă guturai  <PERSON> antibiotic pământ milion bacterie neajutorat,it-stiinta,1,1,1,1,train
259,24,<PERSON> reuși hibridiza porc pisică obțina animal viață veritabil provocare <PERSON> tăia porc curte gospodărie,it-stiinta,1,1,1,1,train
260,24,opune organism modifica genetic trebui vedea minunăție porc lauda <PERSON>,it-stiinta,1,0,0,0,train
261,24,șuncă gustos șorici animal vâna șoarec cocină toarce motoraș scarpine juca ghem lână,it-stiinta,1,1,1,1,train
262,24,veni  trebui tăiat juca hard,it-stiinta,1,1,1,1,train
263,24,porc felin viață ști cațăra gard zgârie apucat,it-stiinta,1,1,1,1,train
264,24,vrea ști întâmpla document ajunge mână trebui,it-stiinta,0,0,0,0,train
265,24,imagina porumbe încrucișa <PERSON> bălegându-ni vârf stâlp,it-stiinta,1,1,1,1,train
266,25,poză mâncare apetisant posta  apus,it-stiinta,1,0,0,0,validation
267,25,permite român ajunge posta produs culinar banal direct farfurie gol,it-stiinta,1,1,1,1,validation
268,25,pune farfurie  farfurie gol spune <PERSON> ,it-stiinta,1,1,1,1,validation
